Series Name,Country Name,Country Code,2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Eritrea,ERI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Eswatini,SWZ,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Ethiopia,ETH,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Gabon,GAB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","Gambia, The",GMB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Ghana,GHA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Guinea,GIN,0.02163,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Kenya,KEN,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Lesotho,LSO,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Liberia,LBR,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Madagascar,MDG,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Malawi,MWI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Mali,MLI,..,..,0.01746,..,0.00981,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Mauritania,MRT,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Mauritius,MUS,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Mozambique,MOZ,..,..,..,0.02148,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Namibia,NAM,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Niger,NER,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Nigeria,NGA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Rwanda,RWA,0,..,..,..,0,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Senegal,SEN,..,..,..,0.03861,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Seychelles,SYC,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Somalia,SOM,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",South Africa,ZAF,..,..,..,0.259119987,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",South Sudan,SSD,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Sudan,SDN,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Tanzania,TZA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Togo,TGO,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Uganda,UGA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Zambia,ZMB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Zimbabwe,ZWE,..,..,..,0.024730001,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Algeria,DZA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)","Egypt, Arab Rep.",EGY,..,..,..,0.237839997,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Djibouti,DJI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Libya,LBY,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, female (%) (cumulative)",Tunisia,TUN,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Angola,AGO,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Benin,BEN,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Botswana,BWA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Burkina Faso,BFA,0,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Burundi,BDI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Cabo Verde,CPV,..,0,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Cameroon,CMR,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Central African Republic,CAF,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Chad,TCD,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Comoros,COM,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Congo, Dem. Rep.",COD,..,..,0.03492,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Congo, Rep.",COG,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Cote d'Ivoire,CIV,0.409909993,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Eritrea,ERI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Eswatini,SWZ,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Ethiopia,ETH,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Gabon,GAB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Gambia, The",GMB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Ghana,GHA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Guinea,GIN,0.137130007,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Kenya,KEN,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Lesotho,LSO,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Liberia,LBR,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Madagascar,MDG,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Malawi,MWI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Mali,MLI,..,..,0.111589998,..,0.219109997,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Mauritania,MRT,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Mauritius,MUS,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Mozambique,MOZ,..,..,..,0.057539999,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Namibia,NAM,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Niger,NER,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Nigeria,NGA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Rwanda,RWA,0.02806,..,..,..,0.034699999,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Senegal,SEN,..,..,..,0.099040002,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Seychelles,SYC,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Sierra Leone,SLE,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Somalia,SOM,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",South Africa,ZAF,..,..,..,0.36322999,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",South Sudan,SSD,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Sudan,SDN,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Tanzania,TZA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Togo,TGO,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Uganda,UGA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Zambia,ZMB,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Zimbabwe,ZWE,..,..,..,0.050409999,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Algeria,DZA,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)","Egypt, Arab Rep.",EGY,..,..,..,0.359589994,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Djibouti,DJI,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Libya,LBY,..,..,..,..,..,..,..
"Educational attainment, Doctoral or equivalent, population 25+, male (%) (cumulative)",Tunisia,TUN,..,..,..,..,..,..,..
"Expected Years of School, Female",Angola,AGO,..,..,..,7.07,6.973901272,..,6.973901272
"Expected Years of School, Female",Benin,BEN,..,..,..,8.85,8.782134056,..,8.823309898
"Expected Years of School, Female",Botswana,BWA,..,..,..,8.81,8.500170708,..,8.519343376
"Expected Years of School, Female",Burkina Faso,BFA,..,..,..,6.44,6.696904659,..,7.004424095
"Expected Years of School, Female",Burundi,BDI,..,..,..,7.31,8.191820145,..,7.907243729
"Expected Years of School, Female",Cabo Verde,CPV,..,..,..,..,..,..,..
"Expected Years of School, Female",Cameroon,CMR,..,..,..,8.65,8.315596581,..,8.312488556
"Expected Years of School, Female",Central African Republic,CAF,..,..,..,..,3.848102808,..,3.848102808
"Expected Years of School, Female",Chad,TCD,..,..,..,4.3,4.473656654,..,4.392579556
"Expected Years of School, Female",Comoros,COM,..,..,..,8.27,8.128657341,..,8.355579376
"Expected Years of School, Female","Congo, Dem. Rep.",COD,..,..,..,8.86,8.786653519,..,8.786653519
"Expected Years of School, Female","Congo, Rep.",COG,..,..,..,8.97,9.095522881,..,9.095522881
"Expected Years of School, Female",Cote d'Ivoire,CIV,..,..,..,6.55,7.104474545,..,7.600057602
"Expected Years of School, Female",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Expected Years of School, Female",Eritrea,ERI,..,..,..,..,..,..,..
"Expected Years of School, Female",Eswatini,SWZ,..,..,..,8.45,6.771010876,..,6.771010876
"Expected Years of School, Female",Ethiopia,ETH,..,..,..,7.56,7.516855717,..,7.516855717
"Expected Years of School, Female",Gabon,GAB,..,..,..,8.54,8.538388252,..,8.538388252
"Expected Years of School, Female","Gambia, The",GMB,..,..,..,9.27,9.167600632,..,9.81705761
"Expected Years of School, Female",Ghana,GHA,..,..,..,11.68,11.91578197,..,12.22963333
"Expected Years of School, Female",Guinea,GIN,..,..,..,6.17,6.210740089,..,6.161218166
"Expected Years of School, Female",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Expected Years of School, Female",Kenya,KEN,..,..,..,..,11.30184937,..,11.37633133
"Expected Years of School, Female",Lesotho,LSO,..,..,..,9.12,10.41264439,..,10.41264439
"Expected Years of School, Female",Liberia,LBR,..,..,..,4.44,4.166073799,..,4.166073799
"Expected Years of School, Female",Madagascar,MDG,..,..,..,7.57,8.609224319,..,8.609224319
"Expected Years of School, Female",Malawi,MWI,..,..,..,9.39,9.583486557,..,9.593108177
"Expected Years of School, Female",Mali,MLI,..,..,..,5.11,5.42065239,..,4.900067806
"Expected Years of School, Female",Mauritania,MRT,..,..,..,6.43,7.564128876,..,7.943014622
"Expected Years of School, Female",Mauritius,MUS,..,..,..,12.82,12.77645302,..,12.72084808
"Expected Years of School, Female",Mozambique,MOZ,..,..,..,..,..,..,..
"Expected Years of School, Female",Namibia,NAM,..,..,..,..,9.723130226,..,9.700365067
"Expected Years of School, Female",Niger,NER,..,..,..,4.87,5.059231758,..,5.044941425
"Expected Years of School, Female",Nigeria,NGA,..,..,..,7.64,10.09999943,..,10.09999943
"Expected Years of School, Female",Rwanda,RWA,..,..,..,6.75,6.980305195,..,7.063881874
"Expected Years of School, Female",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Expected Years of School, Female",Senegal,SEN,..,..,..,7.42,7.849748135,..,7.922250271
"Expected Years of School, Female",Seychelles,SYC,..,..,..,13.75,13.53542233,..,13.44680405
"Expected Years of School, Female",Sierra Leone,SLE,..,..,..,8.91,9.282006264,..,9.726289749
"Expected Years of School, Female",Somalia,SOM,..,..,..,..,..,..,..
"Expected Years of School, Female",South Africa,ZAF,..,..,..,9.27,10.11397743,..,10.14945889
"Expected Years of School, Female",South Sudan,SSD,..,..,..,3.55,3.916237831,..,3.916237831
"Expected Years of School, Female",Sudan,SDN,..,..,..,..,6.943500996,..,6.946311951
"Expected Years of School, Female",Tanzania,TZA,..,..,..,7.84,7.308385849,..,7.334240913
"Expected Years of School, Female",Togo,TGO,..,..,..,8.57,9.123530388,..,9.382257462
"Expected Years of School, Female",Uganda,UGA,..,..,..,7.01,..,..,..
"Expected Years of School, Female",Zambia,ZMB,..,..,..,..,8.745135307,..,8.794576645
"Expected Years of School, Female",Zimbabwe,ZWE,..,..,..,9.99,10.97491837,..,10.97491837
"Expected Years of School, Female",Algeria,DZA,..,..,..,11.84,12.10898972,..,12.2455883
"Expected Years of School, Female","Egypt, Arab Rep.",EGY,..,..,..,11.23,11.50000572,..,11.56178951
"Expected Years of School, Female",Djibouti,DJI,..,..,..,..,..,..,..
"Expected Years of School, Female",Libya,LBY,..,..,..,..,..,..,..
"Expected Years of School, Female",Tunisia,TUN,..,..,..,10.8,10.95233727,..,11.22850418
"Expected Years of School, Male",Angola,AGO,..,..,..,8.69,9.243624687,..,9.243624687
"Expected Years of School, Male",Benin,BEN,..,..,..,9.78,9.580838203,..,9.608486176
"Expected Years of School, Male",Botswana,BWA,..,..,..,8.02,7.718947411,..,7.727594852
"Expected Years of School, Male",Burkina Faso,BFA,..,..,..,6.57,6.779397011,..,7.034153938
"Expected Years of School, Male",Burundi,BDI,..,..,..,7.72,7.716154099,..,7.369833469
"Expected Years of School, Male",Cabo Verde,CPV,..,..,..,..,..,..,..
"Expected Years of School, Male",Cameroon,CMR,..,..,..,9.47,9.128410339,..,9.124749184
"Expected Years of School, Male",Central African Republic,CAF,..,..,..,..,5.288895607,..,5.288895607
"Expected Years of School, Male",Chad,TCD,..,..,..,5.6,6.292631149,..,6.218243122
"Expected Years of School, Male",Comoros,COM,..,..,..,8.63,8.013093948,..,7.996760845
"Expected Years of School, Male","Congo, Dem. Rep.",COD,..,..,..,9.51,9.484571457,..,9.484571457
"Expected Years of School, Male","Congo, Rep.",COG,..,..,..,8.62,8.71701622,..,8.71701622
"Expected Years of School, Male",Cote d'Ivoire,CIV,..,..,..,7.54,8.137320518,..,8.515255928
"Expected Years of School, Male",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Expected Years of School, Male",Eritrea,ERI,..,..,..,..,..,..,..
"Expected Years of School, Male",Eswatini,SWZ,..,..,..,7.85,6.124590397,..,6.124590397
"Expected Years of School, Male",Ethiopia,ETH,..,..,..,8.13,8.090050697,..,8.090050697
"Expected Years of School, Male",Gabon,GAB,..,..,..,7.93,7.92792654,..,7.92792654
"Expected Years of School, Male","Gambia, The",GMB,..,..,..,..,8.554849625,..,9.206991196
"Expected Years of School, Male",Ghana,GHA,..,..,..,11.53,11.79075336,..,12.01500225
"Expected Years of School, Male",Guinea,GIN,..,..,..,7.72,7.896828651,..,7.814732075
"Expected Years of School, Male",Guinea-Bissau,GNB,..,..,..,..,..,..,..
"Expected Years of School, Male",Kenya,KEN,..,..,..,..,11.81775093,..,11.89507294
"Expected Years of School, Male",Lesotho,LSO,..,..,..,8.37,9.678202629,..,9.678202629
"Expected Years of School, Male",Liberia,LBR,..,..,..,4.37,4.148120403,..,4.148120403
"Expected Years of School, Male",Madagascar,MDG,..,..,..,7.37,8.192638397,..,8.192638397
"Expected Years of School, Male",Malawi,MWI,..,..,..,9.36,9.580635071,..,9.549746513
"Expected Years of School, Male",Mali,MLI,..,..,..,6.03,6.200638294,..,5.575927258
"Expected Years of School, Male",Mauritania,MRT,..,..,..,6.09,7.150466919,..,7.52464056
"Expected Years of School, Male",Mauritius,MUS,..,..,..,12.2,12.20984745,..,12.15695572
"Expected Years of School, Male",Mozambique,MOZ,..,..,..,..,..,..,..
"Expected Years of School, Male",Namibia,NAM,..,..,..,..,9.134840965,..,9.069747925
"Expected Years of School, Male",Niger,NER,..,..,..,5.81,5.961569309,..,5.936445236
"Expected Years of School, Male",Nigeria,NGA,..,..,..,8.69,10.27700043,..,10.27700043
"Expected Years of School, Male",Rwanda,RWA,..,..,..,6.35,6.588553905,..,6.639947891
"Expected Years of School, Male",Sao Tome and Principe,STP,..,..,..,..,..,..,..
"Expected Years of School, Male",Senegal,SEN,..,..,..,7.08,6.912537098,..,6.799014091
"Expected Years of School, Male",Seychelles,SYC,..,..,..,13.6,12.58276176,..,12.73827171
"Expected Years of School, Male",Sierra Leone,SLE,..,..,..,9,9.148363113,..,9.485028267
"Expected Years of School, Male",Somalia,SOM,..,..,..,..,..,..,..
"Expected Years of School, Male",South Africa,ZAF,..,..,..,9.36,10.14983749,..,10.23164272
"Expected Years of School, Male",South Sudan,SSD,..,..,..,4.9,5.411924362,..,5.411924362
"Expected Years of School, Male",Sudan,SDN,..,..,..,..,7.210373402,..,7.213476658
"Expected Years of School, Male",Tanzania,TZA,..,..,..,7.67,7.090747833,..,7.099980354
"Expected Years of School, Male",Togo,TGO,..,..,..,9.49,9.464848518,..,10.07532215
"Expected Years of School, Male",Uganda,UGA,..,..,..,6.98,..,..,..
"Expected Years of School, Male",Zambia,ZMB,..,..,..,..,8.787398338,..,8.785708427
"Expected Years of School, Male",Zimbabwe,ZWE,..,..,..,10.03,11.13667202,..,11.13667202
"Expected Years of School, Male",Algeria,DZA,..,..,..,11.01,11.44276524,..,11.46792603
"Expected Years of School, Male","Egypt, Arab Rep.",EGY,..,..,..,11.03,11.34489918,..,11.37078762
"Expected Years of School, Male",Djibouti,DJI,..,..,..,..,..,..,..
"Expected Years of School, Male",Libya,LBY,..,..,..,..,..,..,..
"Expected Years of School, Male",Tunisia,TUN,..,..,..,9.66,9.809099197,..,9.972633362
Female primary school age children out-of-school (%),Angola,AGO,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Benin,BEN,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Botswana,BWA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Burkina Faso,BFA,32.99359131,..,..,..,..,..,..
Female primary school age children out-of-school (%),Burundi,BDI,1.731712341,..,..,..,..,..,..
Female primary school age children out-of-school (%),Cabo Verde,CPV,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Cameroon,CMR,10.01245117,..,..,..,..,..,..
Female primary school age children out-of-school (%),Central African Republic,CAF,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Chad,TCD,31.4870224,..,..,..,..,..,..
Female primary school age children out-of-school (%),Comoros,COM,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),"Congo, Dem. Rep.",COD,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),"Congo, Rep.",COG,9.145599365,..,..,..,..,..,..
Female primary school age children out-of-school (%),Cote d'Ivoire,CIV,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Equatorial Guinea,GNQ,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Eritrea,ERI,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Eswatini,SWZ,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Ethiopia,ETH,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Gabon,GAB,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),"Gambia, The",GMB,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Ghana,GHA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Guinea,GIN,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Guinea-Bissau,GNB,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Kenya,KEN,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Lesotho,LSO,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Liberia,LBR,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Madagascar,MDG,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Malawi,MWI,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Mali,MLI,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Mauritania,MRT,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Mauritius,MUS,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Mozambique,MOZ,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Namibia,NAM,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Niger,NER,43.92869186,..,..,..,..,..,..
Female primary school age children out-of-school (%),Nigeria,NGA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Rwanda,RWA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Sao Tome and Principe,STP,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Senegal,SEN,22.5568924,..,..,..,..,..,..
Female primary school age children out-of-school (%),Seychelles,SYC,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Sierra Leone,SLE,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Somalia,SOM,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),South Africa,ZAF,..,..,8.198471069,..,..,..,..
Female primary school age children out-of-school (%),South Sudan,SSD,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Sudan,SDN,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Tanzania,TZA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Togo,TGO,11.72274017,..,..,..,..,..,..
Female primary school age children out-of-school (%),Uganda,UGA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Zambia,ZMB,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Zimbabwe,ZWE,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Algeria,DZA,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),"Egypt, Arab Rep.",EGY,..,..,0.819747925,..,..,..,..
Female primary school age children out-of-school (%),Djibouti,DJI,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Libya,LBY,..,..,..,..,..,..,..
Female primary school age children out-of-school (%),Tunisia,TUN,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Angola,AGO,..,38.41584,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Benin,BEN,18.96135,54.88478,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Botswana,BWA,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Burkina Faso,BFA,20.20117,11.88322,16.04096,15.09993,20.5868,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Burundi,BDI,..,..,19.24742,18.16911,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Cabo Verde,CPV,..,..,38.60759,30.64516,42.35808,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Cameroon,CMR,..,..,31.7606,32.27844,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Central African Republic,CAF,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Chad,TCD,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Comoros,COM,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)","Congo, Dem. Rep.",COD,..,..,25.09538,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)","Congo, Rep.",COG,..,..,..,20.80925,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Cote d'Ivoire,CIV,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Equatorial Guinea,GNQ,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Eritrea,ERI,..,27.49179,27.80749,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Eswatini,SWZ,..,0,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Ethiopia,ETH,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Gabon,GAB,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)","Gambia, The",GMB,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Ghana,GHA,..,20.8329,20.50683,22.50321,19.76201,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Guinea,GIN,..,..,..,..,..,..,..
"Female share of graduates from Science, Technology, Engineering and Mathematics (STEM) programmes, tertiary (%)",Guinea-Bissau,GNB,..,..,..,..,..,..,..
